workp_id,log,lat,area,meshblock
870,8415405.42,526640.84,189.82,Pavaiai
875,8415413.42,526552.41,393.79,Pavaiai
876,8415421.22,526675.01,174.99,Pavaiai
877,8415423.65,526631.38,183.32,Pavaiai
881,8415417.68,526610.81,443.75,Pavaiai
886,8415439.68,526666.09,192.27,Pavaiai
887,8415443.25,526645.55,179.72,Pavaiai
889,8415443.94,526624.72,180.04,Pavaiai
893,8415448.00,527787.75,353.25,Pavaiai
930,8415555.04,526919.40,358.41,Pavaiai
938,8415564.78,526783.66,310.05,Pavaiai
945,8415571.77,527030.67,355.82,Pavaiai
963,8415601.61,527218.87,631.28,Pavaiai
964,8415604.24,527444.39,483.38,Pavaiai
977,8415631.35,526761.95,326.79,Pavaiai
986,8415643.77,527259.51,568.38,Pavaiai
1001,8415663.19,527284.24,653.13,Pavaiai
1063,8415757.34,526878.46,332.75,Pavaiai
1070,8415767.26,526802.77,312.39,Pavaiai
1072,8415774.01,527076.22,356.22,Pavaiai
1081,8415791.54,526931.24,311.63,Pavaiai
1097,8415825.41,526442.88,310.82,Pavaiai
1098,8415829.49,526708.70,525.17,Pavaiai
1101,8415841.82,526460.99,313.58,Pavaiai
1103,8415846.04,526749.44,337.21,Pavaiai
1112,8415882.97,526741.60,355.27,Pavaiai
1114,8415895.17,526628.29,365.17,Pavaiai
1140,8416519.78,526026.89,341.22,Pavaiai
1142,8416592.69,525986.74,317.24,Pavaiai
1144,8416622.25,526069.99,445.90,Pavaiai
1146,8416667.56,526071.15,419.48,Pavaiai
1147,8416685.29,526120.93,852.17,Pavaiai
1149,8416707.01,526012.66,837.77,Pavaiai
1154,8415250.35,527642.64,145.90,Pavaiai
1155,8415297.04,527461.37,830.13,Pavaiai
1169,8414918.86,526517.54,1105.80,Pavaiai
1264,8416917.60,525941.25,488.78,Pavaiai
1268,8416229.54,526748.70,302.79,Pavaiai
1277,8416900.51,525867.65,566.23,Pavaiai
1291,8415973.56,528000.17,308.93,Faleniu
1297,8415559.87,528008.55,346.49,Faleniu
1332,8415824.64,527567.75,328.36,Faleniu
1355,8415856.29,527825.11,371.71,Faleniu
1365,8415873.67,527391.59,331.10,Faleniu
1401,8415928.83,527805.08,325.15,Faleniu
1424,8415973.69,528000.17,310.30,Faleniu
1432,8415990.86,527490.27,331.18,Faleniu
1438,8415995.82,527332.94,902.12,Faleniu
1447,8416010.58,527978.43,653.50,Faleniu
1455,8416039.06,527394.48,398.26,Faleniu
1471,8416051.64,528054.92,312.79,Faleniu
1532,8416142.82,527527.40,354.96,Faleniu
1538,8416168.92,527394.11,207.41,Faleniu
1569,8416212.60,527432.70,385.33,Faleniu
1626,8416291.10,527991.91,363.49,Faleniu
1637,8416305.17,527301.50,552.74,Faleniu
1649,8416331.98,527597.33,244.61,Faleniu
1679,8415883.67,527340.85,200.85,Faleniu
1751,8413943.00,525231.18,366.81,Malaeloa/Ituau
1753,8413995.77,525225.18,355.84,Malaeloa/Ituau
1755,8414068.94,525145.98,488.17,Malaeloa/Ituau
1770,8414227.35,524994.69,706.40,Malaeloa/Ituau
1776,8414383.35,525099.93,417.41,Malaeloa/Ituau
1783,8414478.13,525018.61,394.69,Malaeloa/Ituau
1786,8414491.12,524914.81,433.72,Malaeloa/Ituau
1789,8414538.82,525150.28,318.80,Malaeloa/Ituau
1797,8414578.70,525127.12,306.94,Malaeloa/Ituau
1809,8414625.89,525018.91,374.09,Malaeloa/Ituau
1810,8414620.43,524898.33,660.88,Malaeloa/Ituau
1812,8414635.52,524924.70,343.64,Malaeloa/Ituau
1819,8414659.62,524979.53,349.28,Malaeloa/Ituau
1824,8414672.86,525017.14,317.15,Malaeloa/Ituau
1839,8414705.56,524732.20,465.03,Malaeloa/Ituau
1842,8414616.57,524704.72,476.11,Malaeloa/Ituau
1866,8423851.20,543356.03,417.14,Sailele
1940,8423181.98,544318.64,317.75,Aoa
1958,8423237.67,544775.50,622.52,Aoa
1966,8423262.24,544751.22,698.95,Aoa
1976,8423304.94,544079.80,366.21,Aoa
1990,8423324.75,544870.01,472.25,Aoa
1998,8423375.71,544788.29,308.45,Aoa
2005,8423432.17,544810.39,303.48,Aoa
2014,8423530.38,544804.17,350.69,Aoa
2015,8423547.85,544783.26,338.80,Aoa
2063,8420957.35,536254.20,327.75,Aua
2084,8421338.31,536255.10,333.00,Aua
2140,8421612.60,536142.02,312.46,Aua
2216,8422131.29,536235.69,319.88,Aua
2218,8422149.16,536257.95,303.31,Aua
2219,8422159.08,536225.71,313.82,Aua
2226,8422197.53,536222.92,327.93,Aua
2231,8422223.64,536211.52,696.31,Aua
2246,8422330.09,536116.76,356.71,Aua
2256,8422380.33,535789.42,355.21,Aua
2261,8422376.54,536295.43,1273.39,Aua
2279,8422408.83,535639.61,388.48,Aua
2282,8422409.82,536210.05,385.22,Aua
2290,8422418.64,535970.64,425.47,Aua
2306,8422436.96,535878.96,453.83,Aua
2330,8422471.18,536134.51,361.75,Aua
2333,8422469.13,536067.43,787.74,Aua
2341,8422483.96,536170.23,430.98,Aua
2350,8422503.02,536203.15,457.63,Aua
2351,8422510.04,536261.41,701.59,Aua
2352,8422500.42,536226.89,472.77,Aua
2353,8422505.94,536050.95,364.16,Aua
2354,8422505.28,536165.05,379.52,Aua
2355,8422507.58,536019.09,336.16,Aua
2356,8422510.09,536134.66,301.33,Aua
2357,8422510.34,535998.40,314.76,Aua
2370,8422546.58,536097.01,307.91,Aua
2377,8422578.94,536277.55,317.39,Aua
2399,8422645.75,536593.05,431.13,Aua
2402,8422666.04,536218.18,383.17,Aua
2486,8422716.16,536535.25,0.00,Aua
2487,8422697.07,536525.11,0.00,Aua
2492,8421885.72,540411.06,274.23,Amaua
2509,8422156.06,540583.15,482.76,Amaua
2511,8422178.74,540600.54,512.78,Amaua
2529,8422339.01,546011.70,326.42,Auasi
2578,8422280.48,546385.04,309.09,Utumea East
2579,8422279.52,546426.64,331.39,Utumea East
2588,8422339.69,546573.73,329.23,Utumea East
2599,8422484.85,535326.88,857.49,Leloaloa
2600,8422512.48,535263.18,402.46,Leloaloa
2601,8422529.05,535174.68,709.91,Leloaloa
2615,8422648.30,534522.39,315.97,Leloaloa
2620,8422655.90,534441.97,331.09,Leloaloa
2625,8422668.45,534625.58,358.69,Leloaloa
2628,8422671.75,534642.38,355.97,Leloaloa
2629,8422679.95,534491.63,329.64,Leloaloa
2633,8422675.07,534719.97,515.36,Leloaloa
2634,8422682.01,534523.66,381.82,Leloaloa
2645,8422699.60,534498.86,317.51,Leloaloa
2647,8422706.94,534710.24,541.17,Leloaloa
2657,8422651.21,534099.28,1417.42,Leloaloa
2658,8422691.19,534114.67,624.37,Leloaloa
2667,8422640.52,534899.58,436.95,Leloaloa
2669,8422623.15,534949.40,317.10,Leloaloa
2675,8422609.65,535106.29,647.50,Leloaloa
2680,8422319.94,542397.41,344.65,Pagai
2712,8422241.16,533759.32,1259.95,Anua
2713,8422246.57,533437.69,365.41,Anua
2714,8422241.88,533807.13,1361.48,Anua
2718,8422310.14,533466.83,1672.77,Anua
2719,8422261.68,533595.94,23612.71,Anua
2720,8422294.78,533805.22,13769.96,Anua
2725,8422350.02,533579.08,4147.32,Anua
2732,8422430.56,533623.96,330.40,Anua
2736,8422438.98,533745.28,474.21,Anua
2745,8421665.39,540136.91,369.15,Auto
2753,8421666.53,540012.11,430.59,Auto
2761,8421467.98,540074.40,158.44,Auto
2768,8421467.83,540042.30,571.90,Auto
2779,8421710.20,539918.45,417.19,Auto
2781,8421770.68,539883.94,393.50,Auto
2788,8421498.16,540064.61,475.65,Auto
2800,8422337.40,533904.85,1840.56,Atuu
2801,8422381.49,533902.40,396.25,Atuu
2802,8422361.59,533972.89,2731.23,Atuu
2803,8422400.20,533924.90,309.83,Atuu
2805,8422404.29,533953.01,485.77,Atuu
2811,8422411.65,534039.15,718.04,Atuu
2816,8422429.15,533949.80,401.30,Atuu
2817,8422428.84,533975.76,335.86,Atuu
2863,8421353.49,539110.00,348.10,Alega
2864,8421390.58,539106.55,307.94,Alega
2882,8421149.69,533531.70,422.75,Fagatogo
2890,8421212.03,533437.53,364.17,Fagatogo
2891,8421220.45,533337.17,385.01,Fagatogo
2902,8421243.20,533177.55,349.71,Fagatogo
2906,8421248.25,533343.49,398.22,Fagatogo
2923,8421272.34,533490.64,514.05,Fagatogo
2939,8421302.97,533507.71,300.03,Fagatogo
2949,8421314.98,533217.95,341.31,Fagatogo
2965,8421339.97,533419.33,378.05,Fagatogo
2979,8421359.46,533437.52,579.32,Fagatogo
2991,8421362.72,533540.17,794.77,Fagatogo
2997,8421376.62,533294.25,333.49,Fagatogo
3002,8421385.38,533483.80,268.28,Fagatogo
3004,8421388.90,533573.23,145.53,Fagatogo
3005,8421389.89,533464.85,220.11,Fagatogo
3009,8421394.19,533447.41,357.27,Fagatogo
3010,8421395.56,533428.83,340.51,Fagatogo
3013,8421396.13,533313.95,435.46,Fagatogo
3015,8421399.49,533588.92,268.82,Fagatogo
3022,8421407.96,533235.39,560.25,Fagatogo
3024,8421409.55,533408.63,486.81,Fagatogo
3032,8421416.55,533615.52,698.52,Fagatogo
3042,8421443.34,533474.89,269.47,Fagatogo
3044,8421437.29,533357.08,653.22,Fagatogo
3045,8421439.83,533425.04,608.59,Fagatogo
3046,8421442.31,533235.64,404.51,Fagatogo
3052,8421461.30,533334.91,718.96,Fagatogo
3060,8421472.25,533672.95,1726.94,Fagatogo
3063,8421485.62,533552.00,823.88,Fagatogo
3064,8421492.14,533621.60,347.39,Fagatogo
3065,8421491.13,533309.41,364.17,Fagatogo
3066,8421493.54,533384.38,803.37,Fagatogo
3067,8421493.81,533579.23,519.60,Fagatogo
3069,8421505.39,533268.25,326.19,Fagatogo
3070,8421496.09,533522.30,485.91,Fagatogo
3073,8421517.61,533503.90,493.67,Fagatogo
3074,8421524.38,533440.77,664.63,Fagatogo
3075,8421538.50,533797.31,351.87,Fagatogo
3076,8421537.90,533616.11,241.12,Fagatogo
3078,8421539.81,533829.67,324.73,Fagatogo
3079,8421546.18,533862.68,374.42,Fagatogo
3080,8421546.18,533904.69,420.58,Fagatogo
3081,8421536.97,533686.30,698.30,Fagatogo
3083,8421545.96,533718.19,539.14,Fagatogo
3089,8421572.33,534345.12,341.18,Fagatogo
3090,8421556.25,533452.08,1749.30,Fagatogo
3094,8421578.31,533405.58,312.58,Fagatogo
3095,8421579.96,534187.90,616.66,Fagatogo
3097,8421591.40,534004.27,443.98,Fagatogo
3098,8421588.83,533680.66,828.42,Fagatogo
3099,8421596.06,534379.26,854.95,Fagatogo
3100,8421598.91,533375.27,304.85,Fagatogo
3101,8421604.55,533178.17,370.26,Fagatogo
3103,8421610.88,534119.45,197.57,Fagatogo
3106,8421611.89,534038.38,181.60,Fagatogo
3107,8421611.56,534069.77,296.74,Fagatogo
3110,8421608.20,533341.19,1652.38,Fagatogo
3111,8421629.05,534423.78,352.62,Fagatogo
3113,8421628.26,533271.10,413.98,Fagatogo
3114,8421630.90,534403.50,480.10,Fagatogo
3115,8421639.18,534141.03,693.06,Fagatogo
3117,8421636.83,533379.40,534.26,Fagatogo
3122,8421628.89,533766.53,4935.38,Fagatogo
3124,8421665.50,534248.90,126.94,Fagatogo
3125,8421662.75,534267.73,203.40,Fagatogo
3128,8421660.61,534296.52,742.43,Fagatogo
3129,8421656.40,534344.46,1575.85,Fagatogo
3133,8421675.29,533191.47,624.48,Fagatogo
3134,8421676.42,533140.67,776.77,Fagatogo
3146,8421768.75,532947.88,312.84,Fagatogo
3147,8421772.59,533003.24,339.88,Fagatogo
3148,8421772.82,533083.88,422.02,Fagatogo
3149,8421786.73,533063.03,461.04,Fagatogo
3150,8421818.02,532909.28,314.89,Fagatogo
3155,8421449.46,533937.56,549.61,Fagatogo
3161,8421435.84,533645.63,92.51,Fagatogo
3162,8421481.81,533415.96,380.12,Fagatogo
3201,8421642.41,533122.67,162.21,Fagatogo
3219,8420430.68,533764.72,304.75,Utulei
3234,8420719.07,534491.80,505.61,Utulei
3236,8420721.86,534516.09,449.67,Utulei
3243,8420767.83,534817.73,377.54,Utulei
3244,8420775.39,534396.08,858.74,Utulei
3245,8420787.06,534940.56,459.92,Utulei
3246,8420791.57,534790.41,348.22,Utulei
3248,8420790.31,534533.98,763.50,Utulei
3249,8420796.46,534831.02,224.64,Utulei
3252,8420798.42,534916.16,399.59,Utulei
3256,8420827.28,534359.11,930.17,Utulei
3257,8420832.97,534461.16,482.91,Utulei
3258,8420843.04,534740.88,157.52,Utulei
3262,8420859.87,534750.44,193.84,Utulei
3264,8420859.38,534444.45,496.52,Utulei
3267,8420858.48,534679.03,1823.28,Utulei
3269,8420864.95,534551.75,930.17,Utulei
3271,8420883.43,534603.64,825.40,Utulei
3273,8420894.20,534397.16,476.05,Utulei
3274,8420896.94,534568.81,469.85,Utulei
3275,8420900.49,534528.29,714.29,Utulei
3276,8420904.76,534470.71,565.09,Utulei
3280,8420931.57,534431.14,479.51,Utulei
3281,8420941.74,534130.64,382.67,Utulei
3282,8420935.86,534034.39,442.64,Utulei
3296,8420984.15,534325.11,909.99,Utulei
3298,8421007.81,534226.27,373.15,Utulei
3303,8421018.29,534062.53,502.08,Utulei
3307,8421033.05,533940.07,371.37,Utulei
3310,8421041.64,533912.69,302.81,Utulei
3312,8421041.46,534266.45,745.73,Utulei
3314,8421052.01,534092.45,208.49,Utulei
3315,8421048.17,533893.15,329.19,Utulei
3318,8421058.98,533987.13,812.63,Utulei
3319,8421069.20,534225.05,699.98,Utulei
3320,8421068.93,534343.67,422.64,Utulei
3325,8421082.85,534263.64,669.30,Utulei
3329,8421106.11,534233.39,495.12,Utulei
3331,8421098.21,534325.99,645.03,Utulei
3332,8421084.23,534146.66,3883.78,Utulei
3336,8421137.57,534047.50,866.29,Utulei
3338,8421165.31,533959.50,348.58,Utulei
3341,8421192.22,534281.26,657.80,Utulei
3343,8421199.28,534078.19,709.86,Utulei
3346,8421209.20,533998.93,328.22,Utulei
3347,8421201.06,534036.34,630.16,Utulei
3350,8421231.59,534003.26,311.13,Utulei
3351,8421243.42,534091.93,708.89,Utulei
3352,8421244.70,534064.70,471.94,Utulei
3353,8421267.21,534035.44,304.08,Utulei
3358,8421297.11,534069.97,728.31,Utulei
3360,8421308.03,534054.85,772.26,Utulei
3363,8421327.08,534127.59,741.22,Utulei
3366,8421335.55,534176.09,1283.95,Utulei
3367,8421355.27,534088.23,647.70,Utulei
3368,8421372.64,534128.99,1430.45,Utulei
3369,8421411.10,534063.94,356.45,Utulei
3370,8421408.93,534177.23,1020.63,Utulei
3372,8421481.45,534212.91,483.40,Utulei
3373,8421503.04,534219.17,499.58,Utulei
3374,8421493.51,534175.67,1125.83,Utulei
3375,8421537.20,534235.42,759.28,Utulei
3376,8421523.51,534295.04,1049.31,Utulei
3377,8421556.74,534328.74,455.40,Utulei
3387,8421023.12,534293.59,377.57,Utulei
3403,8420674.62,534875.82,418.88,Utulei
3407,8416403.41,528922.29,329.32,Malaeimi
3425,8416440.44,528436.56,553.97,Malaeimi
3439,8416497.98,527971.48,409.18,Malaeimi
3448,8416552.95,528063.55,332.19,Malaeimi
3452,8416566.63,528027.17,355.49,Malaeimi
3457,8416591.91,527970.40,447.10,Malaeimi
3486,8416806.36,528936.94,408.64,Malaeimi
3488,8416815.09,528828.46,358.78,Malaeimi
3512,8416891.07,528208.85,1040.43,Malaeimi
3521,8416910.66,529325.05,339.36,Malaeimi
3540,8416946.76,528820.24,337.11,Malaeimi
3541,8416951.49,528304.35,348.38,Malaeimi
3546,8416952.96,528409.74,984.55,Malaeimi
3547,8416960.13,528364.98,532.08,Malaeimi
3565,8417018.61,529161.24,737.40,Malaeimi
3567,8417002.23,528160.76,2656.78,Malaeimi
3572,8417033.71,528681.69,361.51,Malaeimi
3582,8417064.93,529056.93,401.15,Malaeimi
3591,8417110.89,528662.95,528.72,Malaeimi
3594,8417105.96,528702.21,835.78,Malaeimi
3598,8417105.14,528379.14,3600.43,Malaeimi
3602,8417151.85,528686.30,348.54,Malaeimi
3604,8417139.70,528429.29,1612.04,Malaeimi
3606,8417157.71,528651.58,1062.76,Malaeimi
3608,8417181.66,528381.71,478.40,Malaeimi
3609,8417170.06,528343.70,1756.78,Malaeimi
3614,8417198.77,528706.28,1200.81,Malaeimi
3627,8417272.04,528624.68,934.10,Malaeimi
3635,8417492.23,528544.68,332.59,Malaeimi
3636,8417531.57,528559.84,383.23,Malaeimi
3638,8417563.88,528636.36,514.35,Malaeimi
3641,8417648.87,528709.10,430.31,Malaeimi
3649,8417814.40,528795.58,368.27,Malaeimi
3656,8417899.84,528955.20,311.35,Malaeimi
3682,8417659.38,528834.06,952.74,Malaeimi
3712,8416523.65,527964.04,244.12,Malaeimi
3713,8416622.78,528484.67,0.00,Malaeimi
3714,8416592.82,528514.27,0.00,Malaeimi
3715,8416570.81,528495.56,0.00,Malaeimi
3716,8416613.43,528559.92,0.00,Malaeimi
3717,8416576.77,528573.03,0.00,Malaeimi
3718,8416612.27,528407.37,0.00,Malaeimi
3719,8416794.66,528296.20,0.00,Malaeimi
3736,8418901.67,533537.44,361.16,Faganeanea
3742,8418929.68,533595.63,585.61,Faganeanea
3749,8418977.34,533775.68,542.69,Faganeanea
3767,8417924.39,518314.94,302.52,Fagalii
3793,8418239.02,518753.64,276.66,Fagalii
3831,8416110.75,526484.00,349.34,Mapusagafou
3838,8416170.77,526610.03,323.86,Mapusagafou
3839,8416373.78,527211.62,314.20,Mapusagafou
3849,8416500.70,527202.34,651.44,Mapusagafou
3850,8416511.04,527182.82,367.08,Mapusagafou
3851,8416473.93,527198.00,891.12,Mapusagafou
3852,8416459.78,527208.79,495.60,Mapusagafou
3856,8416109.68,526484.18,411.60,Mapusagafou
3863,8416243.35,526708.83,340.50,Mapusagafou
3868,8416270.35,527117.46,310.81,Mapusagafou
3905,8416917.60,525941.25,488.78,Mapusagafou
3908,8416951.32,526556.94,450.91,Mapusagafou
3913,8416989.09,526497.64,408.31,Mapusagafou
3915,8417000.55,526445.65,300.35,Mapusagafou
3929,8417151.12,526050.25,312.27,Mapusagafou
3941,8416222.04,526505.31,623.99,Mapusagafou
3974,8416097.08,526278.66,322.01,Mapusagafou
3988,8416237.39,526552.68,131.22,Mapusagafou
3996,8416405.08,526415.11,1177.50,Mapusagafou
4016,8416332.54,526131.59,426.67,Mapusagafou
4019,8416389.53,526687.20,363.39,Mapusagafou
4021,8416547.91,526436.00,414.51,Mapusagafou
4022,8416520.71,526524.13,463.49,Mapusagafou
4043,8416440.36,526196.83,252.79,Mapusagafou
4046,8416407.41,526226.93,393.25,Mapusagafou
4088,8416825.57,526590.43,1618.97,Mapusagafou
4113,8417121.84,526714.91,433.54,Mapusagafou
4139,8416928.62,526433.64,539.86,Mapusagafou
4162,8417320.24,526966.09,440.92,Mapusagafou
4165,8417233.51,526883.44,410.21,Mapusagafou
4168,8416305.17,527301.50,552.74,Mapusagafou
4178,8415662.59,521844.46,534.31,Asili
4179,8415669.61,521896.75,362.13,Asili
4186,8415681.37,521867.72,470.94,Asili
4226,8415383.55,522306.56,384.69,Amaluia
4234,8415512.07,522401.07,259.51,Amaluia
4238,8415524.34,522382.51,302.12,Amaluia
4245,8415430.40,522504.90,392.34,Amaluia
4246,8415416.43,522487.47,548.33,Amaluia
4248,8415367.78,522500.52,431.71,Amaluia
4253,8415444.24,522558.93,305.55,Amaluia
4336,8416316.25,520506.71,322.07,Seetaga
4337,8416295.12,520481.64,335.60,Seetaga
4344,8416307.20,520565.22,350.80,Seetaga
4389,8415583.95,521551.53,334.79,Afao
4433,8415753.89,519796.68,333.93,Utumea West
4437,8415921.73,519954.14,380.94,Utumea West
4454,8412763.80,524360.96,310.94,Taputimu
4459,8412921.45,524367.21,559.57,Taputimu
4469,8413029.38,524331.46,516.98,Taputimu
4475,8413098.93,524367.08,446.75,Taputimu
4485,8413165.28,524465.41,449.86,Taputimu
4501,8413335.84,524639.42,347.30,Taputimu
4503,8413378.80,524570.38,329.12,Taputimu
4504,8413386.16,524821.20,454.66,Taputimu
4505,8413402.24,524594.64,306.14,Taputimu
4506,8413405.70,524506.93,669.53,Taputimu
4508,8413416.72,524709.73,423.38,Taputimu
4509,8413418.39,524894.90,416.24,Taputimu
4512,8413456.32,524597.66,482.97,Taputimu
